product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
"IdeaPad Flex 5 (1TB, Gray)",Laptops,800,0,123,Lenovo,8.75 out of 10,103,2.9.2020,gray
"65S535 (75"", Blue frame)",TVs,1299,473,783,TCL,8.5 out of 10,630,11.28.2023,blue
"Curry Basketball Jersey (Red, XXL)",Clothing,120,0,824,Under Armour,8.75 out of 10,633,1.8.2023,red
"75PML9506 (55"", Purple frame)",TVs,1300,0,408,Philips,8.4 out of 10,326,6.1.2023,purple
"VivoBook 15 X512 (1TB, Orange)",Laptops,650,0,762,Asus,8.3 out of 10,601,4.12.2024,orange
Apex 350 (Orange),Keyboards,99.99,0,159,SteelSeries,8.25 out of 10,130,10.3.2020,orange
Prime Wireless (Orange),Mice,129.99,0,764,SteelSeries,8.75 out of 10,619,9.6.2025,orange
"Workout Plus (Yellow, EU 40)",Shoes,75,0,849,Reebok,8.3 out of 10,654,10.22.2025,yellow
"LinkBuds S (Wireless, Yellow)",Headphones,199.99,137,449,Sony,8.75 out of 10,358,4.7.2022,yellow
"Essentials Hoodie (Green, M)",Clothing,70,0,323,Adidas,8.5 out of 10,258,9.17.2025,green
"Ribcage Straight Ankle (Red, XL)",Clothing,98,136,930,Levi's,8.75 out of 10,732,6.21.2022,red
"VivoBook S15 (256GB, Orange)",Laptops,750,0,406,Asus,8.2 out of 10,322,3.9.2022,orange
"FC Barcelona Home Jersey (Orange, M)",Clothing,90,0,999,Nike,8.75 out of 10,794,4.30.2025,orange
"MediaPad M5 (64GB, Black)",Tablets,349.99,255,337,Huawei,8.25 out of 10,276,10.14.2025,black
Watch Series 6 (Orange),Watches,399,158,917,Apple,8.75 out of 10,741,12.18.2023,orange
"ThinkPad X1 Yoga (4th Gen) (256GB, White)",Laptops,1200,0,172,Lenovo,8.5 out of 10,141,11.2.2025,white
"Yoga Tab 13 (256GB, Gray)",Tablets,679,0,765,Lenovo,8.3 out of 10,616,6.3.2020,gray
"QLED Q80A (65"", Black frame)",TVs,1199,114,847,Samsung,8.7 out of 10,682,1.17.2025,black
Switch (Black),Gaming Consoles,299.99,420,561,Nintendo,9.2 out of 10,434,11.21.2022,black
Foodi Grill (Blue),Kitchen,199.99,487,998,Ninja,9 out of 10,801,9.11.2021,blue
"Urbanite XL (Wired, Purple)",Headphones,149,311,671,Sennheiser,,517,12.3.2020,red
Apex M800 (Yellow),Keyboards,199.99,151,736,SteelSeries,8.75 out of 10,590,1.9.2024,yellow
"Ignite (Orange, EU 46)",Shoes,120,67,478,Puma,,379,4.25.2022,orange
"AirPods Pro (2nd generation) (Wired, Gray)",Headphones,249,0,425,Apple,9.4 out of 10,347,10.13.2024,red
Watch Ultra (Black),Watches,799,0,2,Apple,9.2 out of 10,2,8.30.2021,black
Darcy Sofa (Brown),Furniture,499.99,202,992,Ashley Furniture,8.45 out of 10,807,12.18.2023,brown
"Alphabounce (Yellow, EU 40)",Shoes,120,375,578,Adidas,8.5 out of 10,457,7.3.2021,yellow
"Linen Blend Shirt (Red, L)",Clothing,35,0,20,H&M,8.25 out of 10,12,5.2.2025,red
Xbox One (Gray),Gaming Consoles,299,439,931,Microsoft,8.5 out of 10,755,1.22.2023,gray
UNO Card Game (Brown),Toys,7.99,28,150,Mattel,,121,3.13.2023,brown
Luxe (White),Watches,129.95,329,872,Fitbit,8.75 out of 10,691,9.17.2020,white
Aeron Chair (Black),Furniture,1695,459,1,Herman Miller,9.5 out of 10,0,10.17.2023,black
Havalance Coffee Table (Red),Furniture,350,31,708,Ashley Furniture,8.5 out of 10,565,6.1.2021,red
2-Slice Toaster (Purple),Kitchen,59.99,5,900,KitchenAid,8.75 out of 10,736,1.30.2024,purple
Fenix 6 (Blue),Watches,399.99,0,123,Garmin,8.75 out of 10,95,10.28.2024,blue
2600 (White),Gaming Consoles,229.99,0,226,Atari,8.5 out of 10,176,9.5.2020,white
"QLED Q80A (43"", Brown frame)",TVs,799,138,371,Samsung,8.75 out of 10,308,1.11.2025,brown
"Gazelle (Brown, EU 39)",Shoes,100,192,325,Adidas,8.5 out of 10,256,7.14.2023,brown
G-Shock GA700 (Green),Watches,99,0,530,Casio,8.75 out of 10,425,10.17.2023,green
Watch Series 1 (Purple),Watches,199,314,511,Apple,7.8 out of 10,393,1.26.2024,purple
"iPad mini (2021) (256GB, Black)",Tablets,599,0,789,Apple,8.75 out of 10,629,3.6.2025,black
Genesis Mini (Gray),Gaming Consoles,79.99,0,566,Sega,9 out of 10,450,12.26.2022,gray
K65 RGB Mini (Blue),Keyboards,109.99,99,973,Corsair,8.75 out of 10,785,1.4.2023,blue
"ZenBook Duo 14 (1TB, Red)",Laptops,1499,66,315,Asus,,257,12.29.2020,red
Classic Brick Set (10717) (Gray),Toys,45,0,413,LEGO,9.2 out of 10,327,4.7.2020,gray
M720 Triathlon (Black),Mice,49.99,181,225,Logitech,8.75 out of 10,184,11.4.2024,black
Strafe RGB MK.2 (Green),Keyboards,159.99,237,907,Corsair,8.75 out of 10,731,7.30.2021,green
"TUF Gaming A15 (128GB, Green)",Laptops,950,0,654,Asus,8.5 out of 10,531,6.3.2021,green
"G3 15 (256GB, Yellow)",Laptops,999,135,117,Dell,8.2 out of 10,95,1.6.2022,yellow
"Tab M10 FHD Plus (128GB, Gray)",Tablets,230,0,112,Lenovo,8.2 out of 10,88,10.3.2023,gray
Apex 7 (Purple),Keyboards,129.99,494,853,SteelSeries,9.2 out of 10,686,6.17.2023,purple
G213 Prodigy (Green),Keyboards,49.99,0,961,Logitech,8.5 out of 10,750,12.19.2024,green
"55PUS7956/12 (43"", Purple frame)",TVs,350,0,584,Philips,7.8 out of 10,475,8.2.2022,purple
"Noise Cancelling Headphones 700 (Wired, Brown)",Headphones,379,358,799,Bose,9.2 out of 10,654,6.19.2020,red
The Bambino Plus (Orange),Kitchen,499.95,410,107,Breville,8.75 out of 10,84,9.27.2023,orange
"Poco F3 (512GB, White)",Smartphones,400,191,919,Xiaomi,8.35 out of 10,745,6.20.2022,white
"Spectre x360 15 (128GB, Blue)",Laptops,1200,327,106,HP,8.7 out of 10,81,9.28.2025,blue
Sensei Ten (Black),Mice,69.99,219,835,SteelSeries,9.2 out of 10,660,2.3.2022,black
Sculpt Comfort Mouse (Orange),Mice,39.99,0,953,Microsoft,,758,6.24.2021,orange
"11T (128GB, Yellow)",Smartphones,299,164,967,Xiaomi,8.45 out of 10,773,8.18.2022,yellow
"iPad Air (2022) (256GB, Blue)",Tablets,749,28,672,Apple,8.5 out of 10,521,3.23.2023,blue
"9 (64GB, White)",Smartphones,399,0,717,OnePlus,8.75 out of 10,554,5.11.2020,white
Wireless Mobile Mouse 4000 (Yellow),Mice,29.99,416,24,Microsoft,,18,2.17.2022,yellow
"XPS 13 (9360) (1TB, Purple)",Laptops,1200,290,895,Dell,8.7 out of 10,694,9.4.2024,purple
"Powerbeats Pro (Wireless, Purple)",Headphones,199.95,174,456,Apple,9.2 out of 10,364,11.23.2023,purple
Foodi Smoothie Bowl Maker (Yellow),Kitchen,129.99,234,89,Ninja,8.65 out of 10,68,12.8.2022,yellow
"Stan Smith (Red, EU 46)",Shoes,100,331,785,Adidas,8.75 out of 10,616,8.8.2024,red
"HD 800S (Wireless, Green)",Headphones,1699,0,291,Sennheiser,9.45 out of 10,239,11.4.2021,green
"Curry Basketball Jersey (Black, M)",Clothing,80,191,895,Under Armour,8.75 out of 10,686,12.31.2023,black
13-Cup Food Processor KFP1333 (Green),Kitchen,199.99,0,898,KitchenAid,8.75 out of 10,728,10.7.2024,green
"Pleated Skirt (Yellow, XXL)",Clothing,29.99,0,73,H&M,8.4 out of 10,57,9.23.2020,yellow
"ThinkBook 15 (128GB, White)",Laptops,649,0,881,Lenovo,7.8 out of 10,700,8.8.2021,white
Creator Expert Taj Mahal (10256) (Orange),Toys,369.99,440,463,LEGO,9.2 out of 10,366,12.8.2023,orange
Switch Lite (Yellow),Gaming Consoles,199.99,489,816,Nintendo,8.75 out of 10,672,1.20.2024,yellow
Ebern Designs Convertible Sofa (Red),Furniture,399.99,0,732,Wayfair,7.85 out of 10,577,10.31.2025,red
All-in-One Media Keyboard (Orange),Keyboards,39.99,0,410,Microsoft,8.75 out of 10,322,3.6.2023,orange
"Yoga 9i (512GB, White)",Laptops,1400,480,259,Lenovo,8.75 out of 10,206,11.13.2022,white
Dreamcast (Black),Gaming Consoles,150,181,701,Sega,8.5 out of 10,583,2.22.2020,black
ST (Gray),Gaming Consoles,60,0,202,Atari,7.5 out of 10,165,12.16.2021,gray
Po?ng Armchair (Purple),Furniture,79,313,241,IKEA,8.75 out of 10,187,4.8.2025,purple
"Air Max 90 (Red, EU 39)",Shoes,130,381,611,Nike,8.7 out of 10,488,12.27.2024,red
"iPad (2017) (256GB, Orange)",Tablets,649,490,202,Apple,8.5 out of 10,160,9.22.2021,orange
13-Cup Food Processor KFP1333 (Gray),Kitchen,199.99,282,40,KitchenAid,8.75 out of 10,36,6.8.2025,gray
"65OLED936 (43"", Yellow frame)",TVs,1200,405,269,Philips,8.75 out of 10,203,5.21.2021,yellow
"55OLED806 (65"", Brown frame)",TVs,1800,out of stock,4,Philips,8.75 out of 10,3,8.14.2020,brown
"XPS 17 (9700) (256GB, Red)",Laptops,1800,451,57,Dell,8.5 out of 10,41,6.7.2025,red
Watch Series 4 (Brown),Watches,299,379,365,Apple,8.75 out of 10,293,9.22.2020,brown
"ThinkPad X1 Carbon (7th Gen) (64GB, Black)",Laptops,2000,0,269,Lenovo,8.5 out of 10,208,11.7.2025,black
"Mate 40 (64GB, Brown)",Smartphones,499,0,411,Huawei,8.2 out of 10,338,5.25.2022,brown
"501 Original Jeans (White, S)",Clothing,69.99,0,582,Levi's,8.25 out of 10,459,12.25.2021,white
"P30 (1TB, Green)",Smartphones,699,183,422,Huawei,8.5 out of 10,367,2.22.2025,green
Artisan Stand Mixer (Green),Kitchen,399.99,0,754,KitchenAid,9.5 out of 10,606,11.18.2025,green
Magic Trackpad 2 (Green),Mice,129,343,270,Apple,9 out of 10,213,8.11.2020,green
Galaxy Watch 3 (Red),Watches,250,101,710,Samsung,8.5 out of 10,566,4.21.2024,red
"Bravia X90J (43"", Purple frame)",TVs,899,121,29,Sony,8.75 out of 10,24,9.2.2020,purple
Pax Wardrobe (Purple),Furniture,300,0,331,IKEA,8.5 out of 10,263,10.18.2021,purple
"QLED Q70A (43"", Orange frame)",TVs,699,0,313,Samsung,8.5 out of 10,238,1.2.2022,orange
The Grind Control (Brown),Kitchen,299.95,0,554,Breville,8.75 out of 10,449,11.6.2023,brown
"Redmi Note 11 (1TB, Brown)",Smartphones,350,88,277,Xiaomi,8.5 out of 10,220,1.25.2020,red
Galaxy Watch (Green),Watches,249.99,230,664,Samsung,8.7 out of 10,532,8.30.2024,green
"574 (Blue, EU 38)",Shoes,85,251,653,New Balance,8.5 out of 10,519,5.1.2020,blue
"iPhone XR (128GB, Brown)",Smartphones,499,332,139,Apple,8.5 out of 10,113,9.26.2024,brown
"Bravia A90J (43"", Red frame)",TVs,1299,431,252,Sony,8.75 out of 10,198,9.23.2022,red
Mega Drive Mini (Orange),Gaming Consoles,79.99,44,343,Sega,8.75 out of 10,270,7.7.2020,orange
Foodi Grill (Black),Kitchen,229.99,174,177,Ninja,9.2 out of 10,145,5.23.2024,black
Mamba Elite (Green),Mice,89.99,0,801,Razer,,655,1.8.2022,green
"Redmi Note 10 (64GB, Yellow)",Smartphones,180,0,94,Xiaomi,8.6 out of 10,75,4.12.2022,red
"Galaxy Tab S7 (128GB, Yellow)",Tablets,499,,,Samsung,8.75 out of 10,,10.12.2020,yellow
"Bravia X90J (65"", Orange frame)",TVs,1499,448,592,Sony,,473,1.16.2022,orange
Monster Jam RC (Blue),Toys,39.99,488,76,Spin Master,8.5 out of 10,56,12.6.2020,blue
Bluetooth Mouse (Green),Mice,29.99,453,889,Microsoft,8.5 out of 10,710,4.9.2020,blue
Beginnings TV Stand (White),Furniture,150,229,188,Sauder,8.25 out of 10,146,4.24.2023,white
Aerox 3 Wireless (Black),Mice,99.99,0,40,SteelSeries,8.75 out of 10,37,12.4.2022,black
Daily Collection Kettle (Purple),Kitchen,30,0,593,Philips,8.5 out of 10,463,12.21.2025,purple
"Armour Fleece Pants (Orange, M)",Clothing,45,148,629,Under Armour,8.65 out of 10,479,1.8.2020,orange
PlayStation 5 (Black),Gaming Consoles,499.99,417,617,Sony,9.3 out of 10,487,4.26.2020,black
Wii (Orange),Gaming Consoles,150,0,216,Nintendo,8.75 out of 10,184,2.21.2022,orange
"Windrunner Jacket (Green, L)",Clothing,120,0,820,Nike,8.75 out of 10,666,12.12.2021,green
"ROG Zephyrus G14 (64GB, Orange)",Laptops,2499,out of stock,857,Asus,8.75 out of 10,668,7.17.2025,orange
Billy Bookcase (Purple),Furniture,89,0,982,IKEA,8.45 out of 10,778,11.27.2021,purple
"Vanish Woven Pants (Red, XS)",Clothing,60,314,714,Under Armour,8.35 out of 10,564,1.24.2022,red
"Legion 5 (128GB, White)",Laptops,950,345,620,Lenovo,8.75 out of 10,508,1.15.2024,white
Instinct (Gray),Watches,299,0,846,Garmin,8.75 out of 10,679,5.11.2024,gray
"Galaxy Note20 (512GB, Yellow)",Smartphones,999,38,117,Samsung,8.75 out of 10,91,12.18.2024,yellow
"CrossFit Nano 9 (Brown, EU 39)",Shoes,130,0,662,Reebok,,553,5.19.2023,brown
"7 Pro (256GB, Purple)",Smartphones,599,390,294,OnePlus,8.5 out of 10,231,11.20.2022,purple
"Redmi Note 11 (1TB, Gray)",Smartphones,400,54,394,Xiaomi,8.25 out of 10,332,10.21.2021,red
Creator Expert Taj Mahal (10256) (White),Toys,369.99,0,796,LEGO,9.25 out of 10,651,11.2.2021,white
Rival 3 (Yellow),Mice,29.99,0,47,SteelSeries,8.75 out of 10,42,12.16.2024,yellow
Naga Trinity (Brown),Mice,99.99,205,534,Razer,8.75 out of 10,433,9.21.2025,brown
Magic Mouse (Blue),Mice,79,0,212,Apple,8.5 out of 10,171,9.9.2024,blue
"Rival Fleece Hoodie (Gray, M)",Clothing,55,153,581,Under Armour,8.75 out of 10,455,1.16.2024,gray
Forerunner 945 (Orange),Watches,599.99,0,439,Garmin,8.75 out of 10,325,9.8.2023,orange
Viva Collection Juicer (Orange),Kitchen,99.99,390,903,Philips,8.45 out of 10,716,8.25.2024,orange
"MatePad 11 (128GB, Green)",Tablets,450,498,332,Huawei,8.5 out of 10,258,7.12.2023,green
"Galaxy Tab S5e (128GB, Black)",Tablets,450,0,516,Samsung,8.5 out of 10,405,9.18.2021,black
G-Shock Mudmaster (Brown),Watches,350,0,16,Casio,8.75 out of 10,11,2.23.2021,brown
Magic Trackpad (Late 2022) (Blue),Mice,149,0,480,Apple,8.75 out of 10,390,11.25.2023,blue
BlackWidow Lite (Purple),Keyboards,89.99,196,591,Razer,8.5 out of 10,471,10.9.2025,black
Magic Trackpad 2 (Brown),Mice,129,452,385,Apple,8.75 out of 10,314,9.17.2025,brown
"IdeaPad Flex 5 (128GB, Orange)",Laptops,499,223,197,Lenovo,8.2 out of 10,154,11.9.2021,orange
Magic Trackpad 2 (Yellow),Mice,129,0,495,Apple,8.5 out of 10,383,4.15.2023,yellow
"MatePad T10 (512GB, Purple)",Tablets,250,244,557,Huawei,7.8 out of 10,444,5.31.2025,purple
Versa 3 (Orange),Watches,199.95,435,430,Fitbit,8.4 out of 10,323,9.2.2025,orange
"HD 450BT (Wired, Gray)",Headphones,100,156,423,Sennheiser,8.75 out of 10,344,2.8.2023,red
Hatchimals CollEGGtibles (Gray),Toys,9.99,465,556,Spin Master,8.5 out of 10,438,5.27.2024,gray
Foodi Multi-Cooker (Green),Kitchen,199.99,392,681,Ninja,8.75 out of 10,537,11.10.2025,green
G-Shock Rangeman (Red),Watches,300,90,177,Casio,8.75 out of 10,138,12.22.2023,red
"SB Icon Hoodie (Black, M)",Clothing,60,0,76,Nike,8.75 out of 10,62,5.8.2024,black
Pathfinder PAG240 (Orange),Watches,300,360,443,Casio,8.75 out of 10,352,11.20.2024,orange
"4-Series 55S435 (55"", Black frame)",TVs,350,0,123,TCL,8.5 out of 10,109,10.3.2022,black
N64 (Brown),Gaming Consoles,130,307,199,Nintendo,8.25 out of 10,163,12.30.2023,brown
5200 (Brown),Gaming Consoles,49.99,302,797,Atari,7.5 out of 10,632,12.31.2023,brown
K70 RGB MK.2 (Green),Keyboards,160,474,449,Corsair,8.75 out of 10,349,10.27.2022,green
Star Wars Millennium Falcon (75192) (Gray),Toys,849.99,0,842,LEGO,9.5 out of 10,681,9.12.2025,gray
"QLED Q60T (50"", Blue frame)",TVs,599,491,949,Samsung,,758,2.26.2021,blue
"Mi 9 (128GB, Red)",Smartphones,300,0,601,Xiaomi,8.5 out of 10,481,11.7.2021,red
"Beats Flex (Wireless, Red)",Headphones,69.99,320,544,Apple,8.3 out of 10,422,4.22.2021,red
"SoundSport Wireless (Wireless, Orange)",Headphones,129,205,642,Bose,8.75 out of 10,510,1.15.2020,orange
"Yeezy Boost 350 V2 (Blue, EU 46)",Shoes,240,0,479,Adidas,8.75 out of 10,386,3.26.2023,blue
"505 Regular Jeans (Yellow, M)",Clothing,59.99,282,402,Levi's,8.75 out of 10,308,1.24.2020,yellow
"Galaxy S10 (256GB, Black)",Smartphones,299.99,495,169,Samsung,,125,4.12.2023,black
Baby Learning Table (Yellow),Toys,39.99,206,684,Fisher-Price,8.75 out of 10,550,8.7.2021,yellow
MX Master 3 (White),Mice,99.99,427,919,Logitech,9.25 out of 10,731,3.14.2020,white
Xbox One X (Red),Gaming Consoles,399.99,0,546,Microsoft,8.5 out of 10,435,6.4.2023,red
"5 (256GB, Brown)",Smartphones,499,3,179,OnePlus,8.75 out of 10,137,8.10.2020,brown
Baby-G BA110 (Red),Watches,120,319,739,Casio,8.5 out of 10,588,5.18.2024,red
2-Slice Toaster (Yellow),Kitchen,49.99,157,947,KitchenAid,,749,6.30.2023,yellow
Foodi Smoothie Bowl Maker (Orange),Kitchen,99.99,68,129,Ninja,8.5 out of 10,105,1.2.2021,orange
"Condivo 20 Training Top (Blue, XXL)",Clothing,50,54,593,Adidas,8.5 out of 10,482,4.1.2022,blue
Greyleigh Coffee Table (Gray),Furniture,320,0,508,Wayfair,8.5 out of 10,407,1.8.2021,gray
"Linen Blend Shirt (Red, L)",Clothing,35,0,20,H&M,8.25 out of 10,17,5.2.2025,red
Jenga (Black),Toys,19.99,239,600,Hasbro,8.75 out of 10,488,7.27.2025,black
"Armour Fleece Pants (Black, XS)",Clothing,40,0,491,Under Armour,8.7 out of 10,389,12.29.2023,black
Apex M800 (Green),Keyboards,150,269,668,SteelSeries,9.25 out of 10,530,11.18.2023,green
Digital Media Keyboard 3000 (Gray),Keyboards,30,220,516,Microsoft,8.5 out of 10,416,5.4.2022,gray
"Surface Go 3 (64GB, White)",Tablets,399,0,392,Microsoft,7.8 out of 10,310,1.1.2024,white
"Mi 11 (64GB, Orange)",Smartphones,399,273,879,Xiaomi,8.6 out of 10,694,2.26.2023,orange
Mighty Mouse (Green),Mice,69,344,15,Apple,8.5 out of 10,11,12.25.2020,green
"Surface Pro 7 (64GB, White)",Tablets,749,0,723,Microsoft,8.5 out of 10,598,5.21.2024,white
The Grind Control (Blue),Kitchen,329.95,63,533,Breville,8.75 out of 10,419,4.16.2025,blue
"MacBook Pro 16 (2021) (1TB, Orange)",Laptops,2499,0,56,Apple,9.25 out of 10,47,7.6.2022,orange
The Bambino Plus (Green),Kitchen,499.95,0,744,Breville,9.2 out of 10,604,2.22.2025,green
"Galaxy Tab Active3 (256GB, White)",Tablets,539.99,21,692,Samsung,8.5 out of 10,553,9.28.2025,white
"8-Series Q825 (75"", Purple frame)",TVs,1800,0,23,TCL,8.7 out of 10,20,9.18.2022,purple
"IE 80 S (Wired, Yellow)",Headphones,199.95,0,522,Sennheiser,8.75 out of 10,396,9.17.2021,red
"iPad mini (2021) (256GB, Orange)",Tablets,649,0,118,Apple,8.75 out of 10,100,4.18.2022,orange
PSX (Yellow),Gaming Consoles,150,159,221,Sony,8.75 out of 10,171,5.7.2024,yellow
"50PUS7506 (55"", Orange frame)",TVs,550,174,705,Philips,,557,8.5.2022,orange
Viper Ultimate (Purple),Mice,149.99,0,385,Razer,8.75 out of 10,301,8.28.2023,purple
The Grind Control (Gray),Kitchen,329.95,313,692,Breville,8.75 out of 10,567,12.8.2020,gray
Pictionary (Red),Toys,20,0,177,Mattel,8.75 out of 10,150,1.24.2025,red
"HD 599 (Wireless, Yellow)",Headphones,199,436,516,Sennheiser,8.75 out of 10,416,2.13.2022,yellow
"530 (Gray, EU 46)",Shoes,120,0,737,New Balance,8.5 out of 10,599,5.14.2025,gray
"55S535 (43"", Brown frame)",TVs,300,0,599,TCL,8.75 out of 10,481,11.14.2024,brown
"Crewneck Sweatshirt (Brown, S)",Clothing,24.99,343,603,H&M,7.8 out of 10,459,10.30.2023,brown
"Real Madrid Home Jersey (Red, XXL)",Clothing,100,408,125,Adidas,8.75 out of 10,94,3.8.2024,red
"AirPods (3rd generation) (Wireless, Red)",Headphones,179,0,651,Apple,8.75 out of 10,524,12.15.2023,red
"Puffer Jacket (Black, XS)",Clothing,59.99,2,435,H&M,8.2 out of 10,354,12.7.2023,black
"Pro HyperWarm Top (Black, XL)",Clothing,70,0,829,Nike,8.5 out of 10,667,5.17.2021,black
"Surface Pro 7+ (256GB, Red)",Tablets,1099,95,417,Microsoft,,335,11.16.2022,red
"MatePad Paper (512GB, Brown)",Tablets,699,0,322,Huawei,7.8 out of 10,259,6.22.2022,brown
"Mi 8 (256GB, Blue)",Smartphones,299,217,291,Xiaomi,8.3 out of 10,239,12.16.2024,blue
Watch SE (Gray),Watches,279,0,986,Apple,8.5 out of 10,777,6.9.2021,gray
"MatePad 11 (64GB, Brown)",Tablets,400,0,572,Huawei,8.2 out of 10,447,12.25.2022,brown
"Basic Hoodie (Blue, S)",Clothing,25,0,302,H&M,8.5 out of 10,243,1.2.2020,blue
Versa (Brown),Watches,229.95,112,795,Fitbit,8.5 out of 10,639,5.7.2022,brown
"P40 (256GB, Green)",Smartphones,699,446,911,Huawei,8.5 out of 10,715,7.21.2020,green
"XPS 13 (9360) (64GB, Black)",Laptops,1500,405,916,Dell,8.7 out of 10,738,6.18.2021,black
"P40 (256GB, Purple)",Smartphones,499,0,940,Huawei,8.2 out of 10,740,2.1.2022,purple
"Rival Fleece Hoodie (Brown, XL)",Clothing,55,349,514,Under Armour,8.75 out of 10,405,7.15.2023,brown
Xbox Series X (Purple),Gaming Consoles,499.99,285,362,Microsoft,9.5 out of 10,274,6.30.2024,purple
Precision Mouse (Yellow),Mice,49.99,292,706,Microsoft,8.75 out of 10,567,4.1.2024,yellow
"AU8000 (75"", Gray frame)",TVs,1199.99,360,562,Samsung,8.25 out of 10,446,1.1.2023,gray
Rival 710 (Gray),Mice,99.99,442,139,SteelSeries,8.75 out of 10,106,10.26.2022,gray
Eames Lounge Chair (Orange),Furniture,8195,192,885,Herman Miller,9.75 out of 10,696,6.5.2021,orange
"Zig Kinetica (Yellow, EU 40)",Shoes,120,0,256,Reebok,8.5 out of 10,208,4.23.2022,yellow
"OLED C1 (75"", Black frame)",TVs,2299.99,471,224,LG,9.3 out of 10,189,11.11.2021,black
Zipcode Design Desk (Purple),Furniture,150,346,654,Wayfair,8.25 out of 10,521,11.19.2022,purple
"ProBook 450 G7 (1TB, Brown)",Laptops,850,119,467,HP,8.5 out of 10,392,5.15.2020,brown
"Samba (Purple, EU 46)",Shoes,90,80,507,Adidas,8.5 out of 10,401,10.31.2020,purple
"Galaxy Tab S8 (1TB, Blue)",Tablets,1199.99,298,357,Samsung,8.7 out of 10,281,5.21.2020,blue
"Pleated Skirt (Brown, XS)",Clothing,29.99,119,595,H&M,8.25 out of 10,468,4.19.2024,brown
"MacBook Pro 13 (2022) (256GB, Brown)",Laptops,1199,162,198,Apple,8.9 out of 10,172,2.18.2022,brown
Pasta Maker (Green),Kitchen,199.99,0,352,Philips,8.75 out of 10,279,2.17.2020,green
"NMD R1 (Brown, EU 40)",Shoes,140,0,263,Adidas,8.5 out of 10,197,10.7.2020,brown
Foodi Digital Air Fry Oven (Red),Kitchen,299.99,89,660,Ninja,9 out of 10,527,7.25.2021,red
"Surface Pro 6 (128GB, Red)",Tablets,799,417,742,Microsoft,8.5 out of 10,581,5.22.2023,red
Craft (Black),Keyboards,39.99,0,161,Logitech,no value,126,5.17.2021,black
"PXC 550 (Wireless, Red)",Headphones,299.95,0,303,Sennheiser,8.75 out of 10,244,4.5.2023,red
"QNED MiniLED 90 (43"", Green frame)",TVs,699.99,308,972,LG,8.45 out of 10,790,5.3.2020,green
"VivoBook S15 (512GB, Brown)",Laptops,749,0,273,Asus,8.3 out of 10,225,1.27.2022,brown
"ExpertBook B9 (64GB, Green)",Laptops,2500,0,410,Asus,8.75 out of 10,346,9.19.2023,green
"iPad (2020) (512GB, Brown)",Tablets,849,239,284,Apple,8.5 out of 10,242,11.23.2021,brown
"SoundSport Wireless (Wired, Purple)",Headphones,99,43,918,Bose,8.5 out of 10,744,6.2.2023,red
G915 Lightspeed (Red),Keyboards,229.99,273,593,Logitech,9.2 out of 10,473,11.23.2022,red
"ZBook Firefly 14 (512GB, Yellow)",Laptops,1500,123,189,HP,8.6 out of 10,152,1.23.2022,yellow
Apex M800 (Brown),Keyboards,199.99,47,553,SteelSeries,8.75 out of 10,442,6.4.2023,brown
"55PUS8804 (55"", Red frame)",TVs,899,170,645,Philips,8.5 out of 10,523,6.23.2025,red
Bolanburg Dining Table (Red),,400,,,,8.5 out of 10,0,,red
Magic Trackpad (2021) (Red),Mice,129,211,736,Apple,8.75 out of 10,583,12.15.2022,red
"Rox Wireless (Wired, Purple)",Headphones,89.99,0,142,Jabra,8.5 out of 10,105,5.26.2023,red
